%  UTC                 , latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2024-03-31 12:20:39.821,36.23749399,128.5598036,118.7106,2,7,0.7345,0.1237,0.7438,-0.2917,-0.2982,0.7361,11.98,1
2024-03-31 12:20:39.881,36.23744395,128.5598151,113.5752,2,8,0.2258,0.06,0.2397,-0.0797,-0.105,0.2176,12.18,1
2024-03-31 12:20:39.923,36.23744318,128.5598153,113.4703,2,8,0.2126,0.0593,0.2274,-0.0733,-0.1009,0.2034,12.38,1
2024-03-31 12:20:39.982,36.23744338,128.5598154,113.4615,2,8,0.2015,0.0589,0.2173,-0.0678,-0.0976,0.1915,12.58,1
2024-03-31 12:20:40.022,36.23748304,128.5598056,117.424,2,8,0.4254,0.0784,0.4332,-0.166,-0.176,0.4239,12.78,1
2024-03-31 12:20:40.083,36.23744781,128.5598127,113.4214,2,9,0.132,0.0487,0.1599,-0.0516,-0.0788,0.1297,12.98,1
2024-03-31 12:20:40.122,36.23744927,128.5598121,113.6241,2,9,0.1317,0.0489,0.1598,-0.0515,-0.0789,0.1294,13.18,1.1
2024-03-31 12:20:40.160,36.23744965,128.5598121,113.6252,2,9,0.1315,0.049,0.1598,-0.0514,-0.079,0.1292,13.38,1
2024-03-31 12:20:40.200,36.23744797,128.5598125,113.4076,2,9,0.1313,0.0491,0.1598,-0.0513,-0.0791,0.129,13.58,1
2024-03-31 12:20:40.262,36.23744917,128.5598121,113.5672,2,9,0.1301,0.0393,0.146,-0.0466,-0.066,0.1248,13.78,1
2024-03-31 12:20:40.320,36.23744907,128.5598127,113.4303,2,9,0.1302,0.0397,0.1458,-0.046,-0.0661,0.1245,13.98,1
2024-03-31 12:20:40.361,36.23744858,128.5598123,113.4263,2,8,0.1847,0.0537,0.2074,-0.0733,-0.0954,0.1837,14.18,1
2024-03-31 12:20:40.400,36.2374477,128.5598124,113.3359,2,8,0.1849,0.0538,0.2076,-0.0733,-0.0955,0.1839,14.38,1.1
2024-03-31 12:20:40.442,36.23744975,128.5598147,113.1514,2,9,0.1302,0.0435,0.1464,-0.0436,-0.0682,0.1233,14.58,1
2024-03-31 12:20:40.522,36.23744973,128.5598146,113.1606,2,9,0.1282,0.0425,0.1441,-0.0433,-0.0669,0.1215,14.78,1
2024-03-31 12:20:40.553,36.23744949,128.559815,113.0639,2,9,0.1262,0.0418,0.1422,-0.0428,-0.0659,0.1197,14.98,1
2024-03-31 12:20:40.601,36.23744759,128.559812,113.3314,2,8,0.128,0.0454,0.1433,-0.0364,-0.0686,0.1168,15.18,1
2024-03-31 12:20:40.640,36.2374455,128.5598147,113.747,2,8,0.1538,0.0699,0.2049,-0.0611,-0.1074,0.1504,15.38,1
2024-03-31 12:20:40.703,36.23744836,128.5598118,113.3719,2,9,0.1249,0.0453,0.141,-0.0354,-0.068,0.1138,15.58,1
2024-03-31 12:20:40.743,36.23747291,128.5598072,116.0536,2,8,0.4686,0.0863,0.4796,-0.1856,-0.1957,0.469,15.78,1
2024-03-31 12:20:40.800,36.23744795,128.5598121,113.2446,2,8,0.1262,0.0451,0.1416,-0.0355,-0.0679,0.115,15.98,1
2024-03-31 12:20:40.841,36.23744908,128.5598114,113.4463,2,8,0.4686,0.0862,0.4795,-0.1856,-0.1956,0.469,16.18,1
2024-03-31 12:20:40.881,36.23744797,128.5598117,113.2774,2,8,0.1263,0.0449,0.1415,-0.0357,-0.0678,0.1152,16.38,1.1
2024-03-31 12:20:40.961,36.23744758,128.5598117,113.2327,2,8,0.1264,0.0448,0.1415,-0.0359,-0.0677,0.1153,16.58,1
2024-03-31 12:20:41.016,36.23744782,128.5598117,113.2369,2,8,0.1265,0.0447,0.1414,-0.0361,-0.0676,0.1155,16.78,1
2024-03-31 12:20:41.050,36.23744794,128.5598119,113.1852,2,9,0.1254,0.0446,0.1409,-0.0362,-0.0675,0.1148,16.98,1
2024-03-31 12:20:41.119,36.23747085,128.559807,115.8077,2,7,0.7338,0.1233,0.7425,-0.2906,-0.2973,0.7351,17.18,1
2024-03-31 12:20:41.166,36.23745181,128.5598108,113.6386,2,8,0.4253,0.0781,0.4326,-0.1657,-0.1756,0.4237,17.38,1
2024-03-31 12:20:41.202,36.23747369,128.5598067,116.0268,2,8,0.4685,0.0855,0.4789,-0.1855,-0.195,0.4689,17.58,1
2024-03-31 12:20:41.242,36.23745226,128.5598107,113.667,2,8,0.4253,0.0778,0.4325,-0.1657,-0.1754,0.4237,17.78,1
2024-03-31 12:20:41.299,36.23744024,128.5598131,112.2827,2,8,0.4253,0.0777,0.4324,-0.1657,-0.1753,0.4237,17.98,1
2024-03-31 12:20:41.340,36.23744714,128.5598119,113.0307,2,8,0.4253,0.0776,0.4323,-0.1657,-0.1752,0.4237,18.18,1
2024-03-31 12:20:41.381,36.23747843,128.5598053,116.5893,2,8,0.4253,0.0774,0.4323,-0.1658,-0.1751,0.4238,18.38,1
2024-03-31 12:20:41.441,36.23744563,128.5598105,112.5199,2,9,0.287,0.0671,0.3048,-0.1126,-0.1316,0.2857,-11.42,1
2024-03-31 12:20:41.481,36.23744537,128.5598117,112.8735,2,9,0.2861,0.0605,0.2977,-0.1117,-0.125,0.2848,18.78,1
2024-03-31 12:20:41.541,36.23744044,128.5598129,112.2497,2,8,0.4252,0.077,0.432,-0.1659,-0.1748,0.4238,18.98,1
2024-03-31 12:20:41.581,36.23744758,128.5598115,113.0259,2,8,0.3074,0.0635,0.3201,-0.1217,-0.1341,0.3073,19.18,1
2024-03-31 12:20:41.619,36.23744565,128.5598117,112.8189,2,8,0.3077,0.0633,0.3202,-0.1218,-0.134,0.3076,19.38,1
2024-03-31 12:20:41.661,36.23744533,128.5598118,112.7614,2,8,0.1273,0.0416,0.1399,-0.0392,-0.0652,0.1183,19.58,1
2024-03-31 12:20:41.722,36.23744525,128.5598118,112.7468,2,8,0.1272,0.0413,0.1396,-0.0394,-0.0649,0.1184,19.78,1
2024-03-31 12:20:41.760,36.23744553,128.5598119,112.7486,2,8,0.1271,0.041,0.1393,-0.0396,-0.0646,0.1185,19.98,1
2024-03-31 12:20:41.820,36.23744556,128.5598116,112.7909,2,8,0.127,0.0407,0.139,-0.0398,-0.0643,0.1186,20.18,1
2024-03-31 12:20:41.861,36.23744536,128.5598119,112.7126,2,8,0.1269,0.0403,0.1387,-0.04,-0.064,0.1187,20.38,1
2024-03-31 12:20:41.921,36.23744463,128.5598114,112.7039,2,9,0.1247,0.0353,0.1359,-0.0435,-0.0602,0.1193,20.58,1
2024-03-31 12:20:41.964,36.23744551,128.5598113,112.7902,2,8,0.128,0.0431,0.1502,-0.0506,-0.0721,0.1266,20.78,1
2024-03-31 12:20:42.002,36.23744497,128.5598116,112.6903,2,9,0.1256,0.0393,0.1372,-0.0405,-0.063,0.1181,20.98,1
2024-03-31 12:20:42.061,36.23744532,128.5598114,112.7251,2,9,0.1256,0.039,0.137,-0.0408,-0.0627,0.1184,21.18,1
2024-03-31 12:20:42.121,36.23744473,128.5598118,112.6106,2,8,0.1269,0.0386,0.1375,-0.0413,-0.0625,0.1197,21.38,1
2024-03-31 12:20:42.163,36.23744431,128.5598117,112.5781,2,8,0.1269,0.0382,0.1373,-0.0416,-0.0622,0.1199,21.58,1
2024-03-31 12:20:42.202,36.23744424,128.5598117,112.5545,2,8,0.127,0.0379,0.1371,-0.0418,-0.0619,0.1201,21.78,1
2024-03-31 12:20:42.259,36.23744425,128.5598114,112.6026,2,8,0.127,0.0375,0.137,-0.0421,-0.0617,0.1204,21.98,1
2024-03-31 12:20:42.300,36.23744408,128.5598117,112.5255,2,8,0.1271,0.0371,0.1368,-0.0424,-0.0614,0.1207,22.18,1
2024-03-31 12:20:42.340,36.23744431,128.5598117,112.5369,2,8,0.1272,0.0367,0.1367,-0.0427,-0.0611,0.121,22.38,1
2024-03-31 12:20:42.400,36.23744423,128.5598117,112.5174,2,8,0.1273,0.0364,0.1366,-0.043,-0.0609,0.1213,22.58,1
2024-03-31 12:20:42.441,36.23745267,128.5598097,113.5142,2,8,0.4682,0.0806,0.4753,-0.1853,-0.191,0.469,22.78,1
2024-03-31 12:20:42.481,36.23744379,128.5598116,112.4772,2,8,0.1274,0.0356,0.1362,-0.0436,-0.0603,0.1218,22.98,1
2024-03-31 12:20:42.542,36.23744389,128.5598114,112.5103,2,8,0.1276,0.0352,0.1361,-0.0439,-0.06,0.1222,23.18,1
2024-03-31 12:20:42.601,36.23747518,128.5598055,115.9613,2,7,0.733,0.1192,0.7393,-0.2902,-0.2939,0.7345,23.38,1
2024-03-31 12:20:42.643,36.2374438,128.5598114,112.4836,2,8,0.1278,0.0345,0.1359,-0.0444,-0.0595,0.1227,23.58,1
2024-03-31 12:20:42.682,36.23744354,128.5598117,112.4109,2,8,0.128,0.0341,0.1358,-0.0447,-0.0593,0.1231,23.78,1
2024-03-31 12:20:42.740,36.23743906,128.5598124,111.9231,2,8,0.4248,0.0721,0.4295,-0.1669,-0.1716,0.4246,23.98,1
2024-03-31 12:20:42.780,36.23745192,128.5598098,113.369,2,8,0.4247,0.072,0.4294,-0.1669,-0.1715,0.4246,24.18,1
2024-03-31 12:20:42.842,36.23743948,128.5598123,111.9584,2,8,0.4247,0.0718,0.4293,-0.1669,-0.1714,0.4246,24.38,1
2024-03-31 12:20:42.881,36.23748122,128.559804,116.6481,2,8,0.4247,0.0716,0.4292,-0.167,-0.1713,0.4246,24.58,1
2024-03-31 12:20:42.923,36.23744301,128.5598116,112.3374,2,9,0.2138,0.0434,0.2215,-0.084,-0.0919,0.2132,24.78,1
2024-03-31 12:20:42.982,36.23744291,128.5598116,112.3254,2,8,0.2199,0.0426,0.2247,-0.0846,-0.0916,0.2182,24.98,1
2024-03-31 12:20:43.024,36.23744401,128.5598114,112.44,2,8,0.2231,0.0442,0.2308,-0.0883,-0.0954,0.223,25.18,1
2024-03-31 12:20:43.060,36.23747685,128.5598049,116.1259,2,7,0.7327,0.1178,0.7383,-0.29,-0.2928,0.7343,25.38,1
2024-03-31 12:20:43.122,36.23747368,128.5598055,115.7735,2,7,0.7327,0.1177,0.7382,-0.29,-0.2927,0.7343,25.58,1
2024-03-31 12:20:43.163,36.23745102,128.55981,113.206,2,7,0.7326,0.1176,0.7381,-0.29,-0.2926,0.7343,25.78,1
2024-03-31 12:20:43.220,36.23744257,128.5598118,112.2377,2,9,0.2144,0.0408,0.2194,-0.0834,-0.0893,0.2133,25.98,1
2024-03-31 12:20:43.261,36.23744332,128.5598114,112.3562,2,8,0.2212,0.0413,0.2253,-0.0856,-0.0911,0.2199,26.18,1
2024-03-31 12:20:43.300,36.23744575,128.5598111,112.6047,2,8,0.4246,0.0702,0.4285,-0.1672,-0.1704,0.4248,26.38,1
2024-03-31 12:20:43.359,36.23747554,128.5598052,115.9264,2,8,0.4246,0.0701,0.4284,-0.1672,-0.1703,0.4248,26.58,1
2024-03-31 12:20:43.401,36.23748159,128.5598039,116.6339,2,8,0.4246,0.0699,0.4283,-0.1673,-0.1702,0.4249,26.78,1
2024-03-31 12:20:43.460,36.23743927,128.5598123,111.8743,2,8,0.4246,0.0698,0.4283,-0.1673,-0.1701,0.4249,26.98,1
2024-03-31 12:20:43.502,36.23745154,128.5598099,113.2587,2,8,0.4246,0.0697,0.4282,-0.1673,-0.1701,0.4249,27.18,1
2024-03-31 12:20:43.561,36.23747548,128.5598052,115.9256,2,8,0.4246,0.0696,0.4281,-0.1673,-0.17,0.4249,27.38,1
2024-03-31 12:20:43.603,36.23745228,128.5598097,113.3311,2,8,0.4246,0.0695,0.4281,-0.1673,-0.1699,0.4249,27.58,1
2024-03-31 12:20:43.662,36.237452,128.5598097,113.2986,2,8,0.4245,0.0694,0.428,-0.1673,-0.1699,0.4249,27.78,1
2024-03-31 12:20:43.700,36.237444,128.5598113,112.3935,2,9,0.1646,0.0333,0.1704,-0.0648,-0.0704,0.1641,27.98,1
2024-03-31 12:20:43.740,36.23743962,128.5598122,111.8925,2,8,0.4245,0.0692,0.4279,-0.1673,-0.1697,0.4249,28.18,1
2024-03-31 12:20:43.782,36.23744372,128.5598113,112.3621,2,9,0.159,0.0291,0.1629,-0.0622,-0.0655,0.1582,28.38,1
2024-03-31 12:20:43.841,36.23744288,128.5598115,112.2606,2,8,0.1621,0.0315,0.1658,-0.0622,-0.0673,0.1606,28.58,1
2024-03-31 12:20:43.880,36.23744371,128.5598113,112.3681,2,9,0.1593,0.0291,0.1631,-0.0622,-0.0655,0.1585,28.78,1
2024-03-31 12:20:43.941,36.23744357,128.5598114,112.3439,2,9,0.1595,0.0293,0.1633,-0.0623,-0.0657,0.1587,28.98,1
2024-03-31 12:20:43.982,36.23744314,128.5598116,112.269,2,9,0.1597,0.0298,0.1637,-0.0623,-0.066,0.1589,29.18,1
2024-03-31 12:20:44.020,36.23744197,128.5598117,112.151,2,8,0.1632,0.0313,0.1668,-0.0628,-0.0675,0.1619,29.38,1
2024-03-31 12:20:44.083,36.23744293,128.5598118,112.2223,2,9,0.1603,0.0311,0.1647,-0.0624,-0.067,0.1595,29.58,1
2024-03-31 12:20:44.123,36.23743913,128.5598123,111.8298,2,8,0.4245,0.0688,0.4277,-0.1673,-0.1694,0.4249,29.78,1
2024-03-31 12:20:44.179,36.23744513,128.559811,112.5098,2,8,0.4245,0.0688,0.4277,-0.1673,-0.1694,0.4249,29.98,1
2024-03-31 12:20:44.220,36.23744215,128.5598151,113.1941,2,8,0.1702,0.0332,0.1759,-0.0673,-0.0715,0.1696,0.18,1
2024-03-31 12:20:44.282,36.23744785,128.559814,113.8345,2,8,0.3028,0.0507,0.3061,-0.1189,-0.1213,0.3025,0.38,1.1
2024-03-31 12:20:44.321,36.237444,128.5598147,113.4055,2,8,0.4245,0.0688,0.4278,-0.1673,-0.1692,0.4248,0.58,1
2024-03-31 12:20:44.361,36.23744516,128.5598146,113.5116,2,8,0.4245,0.0689,0.4278,-0.1672,-0.1692,0.4248,0.78,1.1
2024-03-31 12:20:44.421,36.23743859,128.5598158,112.7749,2,8,0.4245,0.0689,0.4278,-0.1672,-0.1692,0.4248,0.98,1
2024-03-31 12:20:44.462,36.23744281,128.5598149,113.2496,2,8,0.2714,0.0463,0.2747,-0.1062,-0.109,0.2708,1.18,1.1
2024-03-31 12:20:44.522,36.23744119,128.5598153,113.0607,2,8,0.271,0.0463,0.2743,-0.106,-0.1089,0.2704,1.38,1.1
2024-03-31 12:20:44.562,36.23744836,128.5598139,113.8584,2,7,0.732,0.1161,0.7362,-0.2891,-0.2908,0.7333,1.58,1
2024-03-31 12:20:44.622,36.23744438,128.5598146,113.4233,2,8,0.4245,0.069,0.4278,-0.1671,-0.1692,0.4247,1.78,1.1
2024-03-31 12:20:44.661,36.23743885,128.5598158,112.7816,2,8,0.4245,0.0691,0.4278,-0.167,-0.1692,0.4246,1.98,1
2024-03-31 12:20:44.702,36.23743836,128.5598159,112.7281,2,8,0.4245,0.0691,0.4278,-0.167,-0.1693,0.4246,2.18,1
2024-03-31 12:20:44.763,36.23744924,128.5598137,113.9399,2,7,0.7319,0.1161,0.7361,-0.2889,-0.2907,0.7331,2.38,1
2024-03-31 12:20:44.802,36.23744545,128.5598145,113.5044,2,8,0.1455,0.0303,0.1505,-0.0549,-0.061,0.1432,2.58,1.1
2024-03-31 12:20:44.860,36.23744865,128.5598139,113.8591,2,7,0.7319,0.1162,0.736,-0.2888,-0.2907,0.733,2.78,1.1
2024-03-31 12:20:44.901,36.23744574,128.5598144,113.536,2,8,0.1451,0.0307,0.1503,-0.0546,-0.0612,0.1427,2.98,1.1
2024-03-31 12:20:44.942,36.23744534,128.5598145,113.4763,2,8,0.1449,0.0309,0.1501,-0.0544,-0.0612,0.1423,3.18,1.1
2024-03-31 12:20:45.003,36.2374455,128.5598149,113.4477,2,9,0.1427,0.0312,0.1481,-0.0531,-0.0606,0.1399,3.38,1.4
2024-03-31 12:20:45.043,36.23744497,128.5598145,113.4421,2,8,0.1417,0.0311,0.1472,-0.0528,-0.0604,0.1388,3.58,1.1
2024-03-31 12:20:45.084,36.23744519,128.559815,113.4073,2,9,0.1394,0.029,0.1448,-0.0527,-0.0585,0.1371,3.78,1.2
2024-03-31 12:20:45.140,36.23744517,128.5598145,113.4509,2,8,0.1388,0.0313,0.1447,-0.0514,-0.0597,0.1357,3.98,1
2024-03-31 12:20:45.202,36.23747402,128.5598088,116.6769,2,7,0.7317,0.1166,0.7358,-0.2885,-0.2907,0.7326,4.18,1
2024-03-31 12:20:45.242,36.23744515,128.5598146,113.4153,2,9,0.1371,0.0318,0.1435,-0.0505,-0.0597,0.1338,4.38,1.1
2024-03-31 12:20:45.281,36.23744424,128.5598145,113.3461,2,9,0.137,0.0321,0.1435,-0.0503,-0.0599,0.1335,4.58,1.1
2024-03-31 12:20:45.341,36.23744852,128.5598139,113.7854,2,7,0.7316,0.1168,0.7358,-0.2883,-0.2908,0.7324,4.78,1
2024-03-31 12:20:45.384,36.23744392,128.5598147,113.2771,2,9,0.1365,0.0298,0.143,-0.0515,-0.0586,0.1339,4.98,1.1
2024-03-31 12:20:45.422,36.23744409,128.5598145,113.3188,2,9,0.1369,0.0331,0.1439,-0.0498,-0.0606,0.133,5.18,1.2
2024-03-31 12:20:45.481,36.23744497,128.5598144,113.3923,2,9,0.1369,0.0335,0.1441,-0.0496,-0.0609,0.1328,5.38,1.1
2024-03-31 12:20:45.522,36.2374439,128.5598145,113.2832,2,9,0.1369,0.0338,0.1442,-0.0494,-0.0611,0.1327,5.58,1.1
2024-03-31 12:20:45.561,36.23745248,128.5598129,114.2219,2,9,0.3582,0.0622,0.3629,-0.1401,-0.1451,0.3574,5.78,1.1
2024-03-31 12:20:45.621,36.23745022,128.5598134,113.9579,2,8,0.4247,0.0714,0.4285,-0.1659,-0.1703,0.4239,5.98,1.1
2024-03-31 12:20:45.662,36.23745244,128.5598129,114.2123,2,9,0.3582,0.0626,0.3631,-0.1399,-0.1454,0.3573,6.18,1
2024-03-31 12:20:45.700,36.23744871,128.5598138,113.7519,2,9,0.3582,0.0628,0.3632,-0.1399,-0.1455,0.3573,6.38,1
2024-03-31 12:20:45.759,36.23744551,128.5598144,113.3878,2,8,0.2885,0.0531,0.2931,-0.1111,-0.1181,0.2864,6.58,1.1
2024-03-31 12:20:45.801,36.23744518,128.5598145,113.3359,2,8,0.2884,0.0533,0.2931,-0.111,-0.1182,0.2862,6.78,1
2024-03-31 12:20:45.861,36.23744709,128.5598139,113.5664,2,7,0.7314,0.1177,0.7357,-0.2876,-0.2911,0.7317,6.98,1
2024-03-31 12:20:45.920,36.23744437,128.5598152,113.5311,2,8,0.2895,0.0551,0.2951,-0.1108,-0.1194,0.2867,7.18,1
2024-03-31 12:20:45.961,36.23744539,128.5598151,113.6335,2,8,0.2618,0.0521,0.2679,-0.0994,-0.1092,0.2586,7.38,1.1
2024-03-31 12:20:46.000,36.237472,128.5598089,116.3483,2,7,0.7313,0.118,0.7357,-0.2875,-0.2912,0.7315,7.58,1
2024-03-31 12:20:46.062,36.2374438,128.5598154,113.4512,2,8,0.241,0.0503,0.2478,-0.0904,-0.1019,0.2371,7.78,1.1
2024-03-31 12:20:46.100,36.23744464,128.5598153,113.5438,2,8,0.2245,0.0489,0.2319,-0.0834,-0.0961,0.2201,7.98,1
2024-03-31 12:20:46.140,36.23747513,128.5598085,116.6341,2,8,0.4248,0.0733,0.4292,-0.1651,-0.1713,0.4233,8.18,1
2024-03-31 12:20:46.202,36.23743595,128.559817,112.5652,2,9,0.5063,0.0868,0.5121,-0.1979,-0.2045,0.5053,8.38,1
2024-03-31 12:20:46.241,36.23743712,128.5598168,112.6948,2,8,0.404,0.0742,0.4131,-0.1589,-0.1676,0.4036,8.58,1
2024-03-31 12:20:46.300,36.23744915,128.5598131,113.758,2,8,0.1107,0.0374,0.1233,-0.0326,-0.0571,0.1017,8.78,1
2024-03-31 12:20:46.340,36.23747299,128.5598085,116.4101,2,7,0.7312,0.1187,0.7357,-0.287,-0.2914,0.7311,8.98,1
2024-03-31 12:20:46.381,36.23749993,128.5598035,119.3741,2,7,0.7312,0.1188,0.7357,-0.287,-0.2914,0.731,9.18,1
2024-03-31 12:20:46.441,36.2374498,128.5598132,113.7708,2,9,0.1098,0.0385,0.1235,-0.0315,-0.0581,0.1003,9.38,1
2024-03-31 12:20:46.481,36.237449,128.5598133,113.6658,2,8,0.1105,0.0388,0.1241,-0.0312,-0.0583,0.1006,9.58,1
2024-03-31 12:20:46.541,36.23745141,128.5598091,113.0886,2,8,0.1081,0.0851,0.2028,-0.0419,-0.121,0.0996,-20.22,1
2024-03-31 12:20:46.580,36.23745139,128.5598093,113.0469,2,9,0.109,0.0839,0.2007,-0.0412,-0.1193,0.0999,-20.02,1
2024-03-31 12:20:46.620,36.2374518,128.5598078,113.3564,2,9,0.1111,0.0832,0.2005,-0.042,-0.1186,0.1022,-19.82,1
2024-03-31 12:20:46.682,36.2374435,128.5598139,113.0618,2,8,0.425,0.0752,0.4298,-0.1643,-0.1723,0.4228,10.38,1
2024-03-31 12:20:46.721,36.23744855,128.5598133,113.5469,2,8,0.1107,0.0441,0.1392,-0.0435,-0.0699,0.1085,10.58,1
2024-03-31 12:20:46.762,36.2374481,128.5598134,113.4719,2,9,0.1077,0.0439,0.136,-0.0413,-0.0687,0.1046,10.78,1
2024-03-31 12:20:46.820,36.23744875,128.5598129,113.6132,2,8,0.1085,0.0446,0.1382,-0.0426,-0.0701,0.1062,10.98,1
2024-03-31 12:20:46.862,36.23744861,128.5598132,113.5236,2,8,0.1084,0.0449,0.1385,-0.0425,-0.0704,0.106,11.18,1
2024-03-31 12:20:46.921,36.23744711,128.559815,113.8134,2,8,0.253,0.0598,0.2635,-0.0915,-0.1116,0.246,11.38,1
2024-03-31 12:20:46.962,36.23744759,128.5598149,113.86,2,8,0.2344,0.0584,0.2459,-0.0832,-0.1055,0.2266,11.58,1
2024-03-31 12:20:47.022,36.23744883,128.5598126,113.5959,2,8,0.105,0.0456,0.137,-0.0411,-0.0706,0.1025,11.78,1
2024-03-31 12:20:47.060,36.23744695,128.5598149,113.8173,2,8,0.2095,0.0572,0.2228,-0.0715,-0.0978,0.2001,11.98,1
2024-03-31 12:20:47.122,36.23744962,128.5598126,113.6217,2,9,0.1025,0.0457,0.1351,-0.0395,-0.0702,0.0994,12.18,1
2024-03-31 12:20:47.165,36.23747562,128.5598076,116.4892,2,8,0.4251,0.0765,0.4303,-0.1637,-0.173,0.4223,12.38,1
2024-03-31 12:20:47.220,36.23744869,128.5598129,113.4464,2,9,0.1024,0.0461,0.1355,-0.0394,-0.0707,0.0992,12.58,1
2024-03-31 12:20:47.278,36.23744909,128.5598128,113.4896,2,8,0.1032,0.0466,0.1371,-0.0403,-0.0716,0.1004,12.78,1.1
2024-03-31 12:20:47.309,36.2374488,128.5598134,113.3374,2,9,0.1022,0.0406,0.1289,-0.0388,-0.0638,0.0985,12.98,1
2024-03-31 12:20:47.341,36.23744943,128.5598122,113.5736,2,8,0.103,0.0469,0.1375,-0.0403,-0.072,0.1002,13.18,1
2024-03-31 12:20:47.401,36.23744928,128.5598125,113.4843,2,8,0.103,0.0471,0.1376,-0.0402,-0.0722,0.1002,13.38,1
2024-03-31 12:20:47.442,36.23744937,128.5598125,113.4722,2,8,0.103,0.0472,0.1378,-0.0402,-0.0723,0.1001,13.58,1
2024-03-31 12:20:47.501,36.23744941,128.5598158,112.9873,2,9,0.132,0.0454,0.1533,-0.0489,-0.073,0.1279,13.78,1
2024-03-31 12:20:47.540,36.2374492,128.5598125,113.4364,2,8,0.1064,0.0476,0.1406,-0.0415,-0.0733,0.1036,13.98,1.1
2024-03-31 12:20:47.602,36.23744948,128.559812,113.5252,2,8,0.1064,0.0476,0.1407,-0.0415,-0.0734,0.1036,14.18,1
2024-03-31 12:20:47.642,36.23744796,128.5598153,113.8389,2,8,0.1434,0.0594,0.1678,-0.0293,-0.0838,0.1234,14.38,1
2024-03-31 12:20:47.681,36.23745007,128.5598118,113.5534,2,9,0.104,0.0474,0.1383,-0.0399,-0.0725,0.1007,14.58,1
2024-03-31 12:20:47.741,36.23745027,128.5598114,113.6242,2,9,0.104,0.0474,0.1383,-0.0399,-0.0725,0.1007,14.78,1.1
2024-03-31 12:20:47.781,36.23744946,128.5598121,113.4165,2,8,0.105,0.0477,0.1399,-0.041,-0.0733,0.1022,14.98,1.1
2024-03-31 12:20:47.841,36.23745028,128.5598117,113.5433,2,9,0.1042,0.0474,0.1384,-0.04,-0.0725,0.1009,15.18,1
2024-03-31 12:20:47.881,36.23749019,128.5598041,117.9615,2,8,0.4252,0.077,0.4303,-0.1632,-0.1732,0.422,15.38,1
2024-03-31 12:20:47.922,36.23743757,128.5598141,112.0723,2,8,0.4252,0.077,0.4302,-0.1632,-0.1732,0.422,15.58,1
2024-03-31 12:20:47.982,36.23744915,128.559812,113.3315,2,9,0.1043,0.0473,0.1383,-0.04,-0.0724,0.101,15.78,1
2024-03-31 12:20:48.020,36.2374494,128.5598115,113.4215,2,9,0.1044,0.0472,0.1383,-0.0401,-0.0723,0.1012,15.98,1
2024-03-31 12:20:48.082,36.23744566,128.5598126,112.9083,2,8,0.4251,0.0768,0.4301,-0.1632,-0.173,0.422,16.18,1
2024-03-31 12:20:48.122,36.23744063,128.5598134,112.3733,2,8,0.2215,0.0526,0.2304,-0.0796,-0.0981,0.2152,16.38,1
2024-03-31 12:20:48.162,36.23745008,128.5598115,113.4094,2,8,0.1071,0.0472,0.1406,-0.0418,-0.0731,0.1045,16.58,1
2024-03-31 12:20:48.220,36.2374725,128.5598069,115.9539,2,7,0.7303,0.1198,0.7344,-0.2852,-0.2911,0.7292,16.78,1
2024-03-31 12:20:48.282,36.23744042,128.5598132,112.3178,2,8,0.234,0.0535,0.2423,-0.085,-0.1022,0.2282,16.98,1
2024-03-31 12:20:48.321,36.23744957,128.559811,113.3932,2,9,0.1034,0.0403,0.129,-0.0386,-0.0636,0.0995,17.18,1
2024-03-31 12:20:48.360,36.23744983,128.5598111,113.3935,2,9,0.104,0.0461,0.1366,-0.0399,-0.0711,0.1009,17.38,1
2024-03-31 12:20:48.403,36.23748175,128.5598049,116.9377,2,8,0.4251,0.0762,0.4297,-0.1632,-0.1726,0.4221,17.58,1
2024-03-31 12:20:48.462,36.23743837,128.5598135,112.046,2,8,0.4251,0.0761,0.4296,-0.1632,-0.1725,0.4221,17.78,1
2024-03-31 12:20:48.500,36.23743969,128.5598132,112.179,2,8,0.272,0.0569,0.2788,-0.1012,-0.1153,0.2673,17.98,1
2024-03-31 12:20:48.560,36.23744466,128.5598121,112.7377,2,7,0.7302,0.1191,0.7338,-0.285,-0.2905,0.729,18.18,1
2024-03-31 12:20:48.602,36.23744032,128.5598127,112.2903,2,8,0.2721,0.0566,0.2786,-0.1013,-0.1151,0.2674,18.38,1
2024-03-31 12:20:48.660,36.23743841,128.5598133,112.0166,2,8,0.425,0.0755,0.4293,-0.1633,-0.1721,0.4222,18.58,1
2024-03-31 12:20:48.700,36.23744645,128.5598111,113.0026,2,9,0.0519,0.0423,0.0998,-0.0197,-0.0596,0.0464,18.78,1
2024-03-31 12:20:48.762,36.23744385,128.5598118,112.6515,2,8,0.425,0.0752,0.4291,-0.1634,-0.1719,0.4222,18.98,1
2024-03-31 12:20:48.801,36.23744632,128.5598112,112.9375,2,9,0.051,0.0253,0.0739,-0.0122,-0.0359,0.0409,19.18,1
2024-03-31 12:20:48.841,36.23744633,128.5598115,112.8673,2,8,0.0515,0.0414,0.098,-0.0198,-0.0584,0.0464,19.38,1
2024-03-31 12:20:48.902,36.23744658,128.5598114,112.8813,2,8,0.0563,0.0373,0.0802,0.0227,-0.0466,0.0298,19.58,1
