%  UTC                 , latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2024-03-31 12:20:30.800,36.23744201,128.5598153,113.1663,2,9,0.0879,0.0254,0.103,-0.0378,-0.0458,0.0883,4.38,1.1
2024-03-31 12:20:30.841,36.23744135,128.559815,113.1347,2,7,0.0877,0.0331,0.1123,-0.042,-0.0557,0.0909,4.58,1
2024-03-31 12:20:30.900,36.2374433,128.5598144,113.375,2,9,0.068,0.026,0.0872,-0.0289,-0.0416,0.0669,4.78,1.1
2024-03-31 12:20:30.959,36.23744301,128.5598146,113.3246,2,8,0.0681,0.0258,0.0873,-0.029,-0.0415,0.067,4.98,1.2
2024-03-31 12:20:31.001,36.23744296,128.5598146,113.3026,2,8,0.0679,0.0257,0.0874,-0.029,-0.0415,0.0668,5.18,1.1
2024-03-31 12:20:31.039,36.23744737,128.5598116,114.1009,2,5,0.0468,0.0403,0.0962,-0.0311,-0.0583,0.0537,5.38,1
2024-03-31 12:20:31.102,36.23744385,128.5598144,113.3979,2,8,0.0626,0.0256,0.0836,-0.0267,-0.0403,0.0611,5.58,1
2024-03-31 12:20:31.143,36.23744451,128.5598106,114.0002,2,4,0.0614,0.0439,0.0968,-0.0172,-0.0585,0.0541,5.78,1
2024-03-31 12:20:31.181,36.23744466,128.5598137,113.5519,2,9,0.0599,0.023,0.0772,-0.0222,-0.0355,0.0558,5.98,1.1
2024-03-31 12:20:31.239,36.23744354,128.5598143,113.3594,2,7,0.0747,0.0364,0.1092,-0.0394,-0.0581,0.0797,6.18,1.1
2024-03-31 12:20:31.280,36.2374436,128.5598143,113.3595,2,7,0.0745,0.0369,0.1101,-0.0396,-0.0588,0.0797,6.38,1
2024-03-31 12:20:31.338,36.23744498,128.559814,113.5039,2,8,0.0609,0.0212,0.0763,-0.0221,-0.0335,0.0563,6.58,1.1
2024-03-31 12:20:31.380,36.23744494,128.559814,113.4848,2,8,0.0608,0.0208,0.0761,-0.0221,-0.033,0.0562,6.78,1.2
2024-03-31 12:20:31.421,36.23744469,128.559814,113.445,2,9,0.0597,0.0206,0.0757,-0.0223,-0.0328,0.0554,6.98,1.1
2024-03-31 12:20:31.482,36.23744377,128.5598145,113.2947,2,8,0.0632,0.028,0.0884,-0.0279,-0.0439,0.0622,7.18,1
2024-03-31 12:20:31.519,36.2374449,128.559814,113.4473,2,9,0.0603,0.0202,0.0757,-0.0221,-0.0324,0.0556,7.38,1
2024-03-31 12:20:31.581,36.23744337,128.5598145,113.2268,2,7,0.0727,0.04,0.1147,-0.0407,-0.063,0.0793,7.58,1.1
2024-03-31 12:20:31.621,36.23744492,128.559814,113.4241,2,8,0.0604,0.0203,0.076,-0.0219,-0.0325,0.0554,7.78,1.1
2024-03-31 12:20:31.681,36.23744338,128.5598145,113.2138,2,7,0.0723,0.0411,0.1165,-0.0411,-0.0645,0.0795,7.98,1.1
2024-03-31 12:20:31.721,36.2374449,128.5598139,113.4076,2,8,0.0603,0.0204,0.0763,-0.0218,-0.0326,0.0552,8.18,1.1
2024-03-31 12:20:31.759,36.23744374,128.5598141,113.2885,2,7,0.072,0.0421,0.1182,-0.0416,-0.0659,0.0796,8.38,1.1
2024-03-31 12:20:31.820,36.23744458,128.559814,113.3585,2,9,0.0583,0.0208,0.0759,-0.0216,-0.0329,0.0533,8.58,1
2024-03-31 12:20:31.860,36.23744453,128.5598141,113.3188,2,9,0.0582,0.0207,0.0762,-0.022,-0.033,0.0535,8.78,1.1
2024-03-31 12:20:31.903,36.23744441,128.5598142,113.2717,2,9,0.0583,0.0209,0.0767,-0.0223,-0.0334,0.0538,8.98,1.3
2024-03-31 12:20:31.962,36.23744435,128.5598139,113.3089,2,8,0.059,0.0304,0.0891,-0.0255,-0.0459,0.0567,9.18,1.2
2024-03-31 12:20:31.999,36.23744431,128.5598144,113.2132,2,9,0.0583,0.0216,0.078,-0.0228,-0.0344,0.0541,9.38,1
2024-03-31 12:20:32.062,36.23744341,128.5598147,113.0792,2,8,0.0646,0.0242,0.0861,-0.0274,-0.0395,0.0621,9.58,1
2024-03-31 12:20:32.102,36.23744436,128.559814,113.2501,2,8,0.0587,0.0309,0.0899,-0.0254,-0.0465,0.0563,9.78,1
2024-03-31 12:20:32.159,36.23744447,128.5598138,113.2763,2,8,0.0586,0.0311,0.0902,-0.0253,-0.0468,0.0561,9.98,1
2024-03-31 12:20:32.201,36.23744449,128.5598138,113.2718,2,8,0.0585,0.0313,0.0905,-0.0253,-0.047,0.056,10.18,1
2024-03-31 12:20:32.262,36.23744389,128.5598152,113.0156,2,8,0.0639,0.0252,0.0862,-0.0261,-0.0398,0.0607,10.38,1.1
2024-03-31 12:20:32.301,36.23744357,128.5598151,112.9906,2,9,0.0628,0.0245,0.0856,-0.0268,-0.0392,0.0604,10.58,1.1
2024-03-31 12:20:32.342,36.23744479,128.5598135,113.29,2,9,0.0609,0.0319,0.0928,-0.026,-0.0481,0.0582,10.78,1
2024-03-31 12:20:32.402,36.23744457,128.5598136,113.2328,2,8,0.061,0.0321,0.0935,-0.0263,-0.0485,0.0585,10.98,1
2024-03-31 12:20:32.443,36.23744625,128.559811,113.7315,2,5,0.053,0.0328,0.091,-0.0273,-0.0488,0.0535,11.18,1.1
2024-03-31 12:20:32.478,36.23744491,128.5598135,113.2512,2,8,0.0576,0.0323,0.0918,-0.0249,-0.0482,0.0548,11.38,1.1
2024-03-31 12:20:32.540,36.23744492,128.5598134,113.2411,2,8,0.0576,0.0325,0.0921,-0.0249,-0.0484,0.0547,11.58,1.1
2024-03-31 12:20:32.580,36.23744624,128.5598111,113.6566,2,5,0.0534,0.0322,0.0906,-0.027,-0.048,0.0535,11.78,1.1
2024-03-31 12:20:32.639,36.23744493,128.5598128,113.3002,2,9,0.0544,0.0253,0.0804,-0.0203,-0.0382,0.0487,11.98,1
2024-03-31 12:20:32.679,36.23744474,128.5598136,113.141,2,8,0.0551,0.0328,0.0912,-0.0239,-0.0485,0.0519,12.18,1.1
2024-03-31 12:20:32.721,36.23744508,128.559813,113.2462,2,8,0.0561,0.0242,0.0795,-0.02,-0.0367,0.0496,12.38,1
2024-03-31 12:20:32.779,36.23744492,128.559813,113.2174,2,9,0.0544,0.023,0.0777,-0.0196,-0.0351,0.048,12.58,1.1
2024-03-31 12:20:32.820,36.23744512,128.5598131,113.1986,2,7,0.0673,0.0503,0.1322,-0.045,-0.0774,0.0797,12.78,1
2024-03-31 12:20:32.862,36.23744495,128.559813,113.1652,2,9,0.0544,0.0222,0.0768,-0.0194,-0.0341,0.0478,12.98,1.1
2024-03-31 12:20:32.922,36.23744494,128.5598134,113.0889,2,7,0.0675,0.0507,0.1331,-0.0453,-0.078,0.0802,13.18,1
2024-03-31 12:20:32.960,36.23744498,128.5598131,113.1213,2,8,0.0558,0.0224,0.0767,-0.0182,-0.0339,0.0479,13.38,1
2024-03-31 12:20:33.022,36.23744501,128.5598134,113.0593,2,7,0.0677,0.051,0.1339,-0.0455,-0.0785,0.0805,13.58,1
2024-03-31 12:20:33.062,36.23744499,128.559813,113.0986,2,8,0.0558,0.0223,0.0767,-0.018,-0.0338,0.0478,13.78,1
2024-03-31 12:20:33.119,36.23744502,128.5598131,113.0606,2,9,0.0545,0.0216,0.0762,-0.0191,-0.0333,0.0476,13.98,1
2024-03-31 12:20:33.159,36.23744524,128.5598132,113.0412,2,7,0.068,0.0513,0.1347,-0.0458,-0.0791,0.081,14.18,1
2024-03-31 12:20:33.200,36.23744504,128.5598131,113.0219,2,8,0.0559,0.0221,0.0763,-0.0177,-0.0334,0.0476,14.38,1
2024-03-31 12:20:33.259,36.23744502,128.559813,113.011,2,8,0.0559,0.0221,0.0763,-0.0177,-0.0333,0.0476,14.58,1
2024-03-31 12:20:33.301,36.23744505,128.559813,113.0174,2,8,0.0559,0.022,0.0762,-0.0176,-0.0333,0.0476,14.78,1
2024-03-31 12:20:33.359,36.23744531,128.559813,113.0111,2,8,0.0554,0.0339,0.0933,-0.0241,-0.0501,0.0523,14.98,1
2024-03-31 12:20:33.400,36.23744508,128.5598129,112.9895,2,8,0.056,0.022,0.0762,-0.0176,-0.0333,0.0477,15.18,1
2024-03-31 12:20:33.459,36.2374454,128.5598128,113.0048,2,8,0.0555,0.0339,0.0934,-0.0241,-0.0501,0.0525,15.38,1.1
2024-03-31 12:20:33.500,36.23744512,128.5598128,112.9662,2,8,0.0561,0.0219,0.0761,-0.0176,-0.0332,0.0478,15.58,1
2024-03-31 12:20:33.541,36.23744548,128.5598127,112.9864,2,8,0.0556,0.0338,0.0933,-0.0242,-0.0501,0.0526,15.78,1.1
2024-03-31 12:20:33.598,36.23744515,128.5598127,112.9474,2,8,0.0562,0.0219,0.076,-0.0177,-0.0332,0.048,15.98,1
2024-03-31 12:20:33.640,36.23744514,128.5598128,112.9032,2,8,0.0562,0.0218,0.0759,-0.0177,-0.0331,0.048,16.18,1
2024-03-31 12:20:33.679,36.23744639,128.5598122,113.1054,2,7,0.0695,0.051,0.1347,-0.0459,-0.0788,0.0821,16.38,1
2024-03-31 12:20:33.740,36.23744521,128.5598126,112.8986,2,8,0.0563,0.0218,0.0758,-0.0177,-0.0331,0.0482,16.58,1
2024-03-31 12:20:33.782,36.23744569,128.5598125,112.9358,2,8,0.0559,0.0335,0.0928,-0.0243,-0.0498,0.0531,16.78,1
2024-03-31 12:20:33.839,36.23744573,128.5598125,112.9345,2,8,0.056,0.0334,0.0927,-0.0243,-0.0497,0.0532,16.98,1
2024-03-31 12:20:33.880,36.23744524,128.5598125,112.8665,2,8,0.0565,0.0217,0.0756,-0.0178,-0.033,0.0485,17.18,1.1
2024-03-31 12:20:33.919,36.23744684,128.5598118,113.0952,2,7,0.0702,0.0501,0.1332,-0.0455,-0.0776,0.0823,17.38,1
2024-03-31 12:20:33.982,36.23744583,128.5598124,112.9022,2,8,0.0562,0.0331,0.0921,-0.0243,-0.0493,0.0535,17.58,1
2024-03-31 12:20:34.023,36.23744528,128.5598124,112.8345,2,8,0.0566,0.0215,0.0753,-0.0179,-0.0329,0.0489,17.78,1.1
2024-03-31 12:20:34.061,36.23744593,128.5598123,112.8846,2,8,0.0564,0.0328,0.0917,-0.0243,-0.049,0.0537,17.98,1
2024-03-31 12:20:34.120,36.23744594,128.5598122,112.8874,2,8,0.0565,0.0327,0.0915,-0.0244,-0.0488,0.0538,18.18,1
2024-03-31 12:20:34.159,36.23744533,128.5598123,112.8048,2,8,0.0568,0.0214,0.0751,-0.0181,-0.0329,0.0493,18.38,1.1
2024-03-31 12:20:34.219,36.23744696,128.559812,112.9622,2,7,0.0712,0.0484,0.1302,-0.0448,-0.0753,0.0824,18.58,1
2024-03-31 12:20:34.260,36.23744549,128.5598123,112.7677,2,9,0.0554,0.0207,0.0744,-0.0194,-0.0325,0.0492,18.78,1
2024-03-31 12:20:34.319,36.23744612,128.5598121,112.8524,2,8,0.0569,0.0321,0.0905,-0.0245,-0.0481,0.0544,18.98,1
2024-03-31 12:20:34.360,36.23744616,128.559812,112.8464,2,8,0.057,0.0319,0.0903,-0.0245,-0.0479,0.0546,19.18,1
2024-03-31 12:20:34.421,36.23744538,128.5598123,112.7273,2,8,0.0572,0.0213,0.0746,-0.0183,-0.0328,0.0501,19.38,1
2024-03-31 12:20:34.466,36.23744745,128.5598118,112.9612,2,7,0.0724,0.0466,0.1272,-0.044,-0.0728,0.0825,19.58,1
2024-03-31 12:20:34.501,36.23744631,128.5598118,112.8661,2,8,0.0573,0.0314,0.0894,-0.0245,-0.0472,0.055,19.78,1
2024-03-31 12:20:34.540,36.23744634,128.5598117,112.8651,2,8,0.0574,0.0312,0.0891,-0.0246,-0.0471,0.0552,19.98,1
2024-03-31 12:20:34.600,36.2374479,128.5598112,113.0545,2,7,0.073,0.0453,0.125,-0.0435,-0.071,0.0825,20.18,1
2024-03-31 12:20:34.640,36.23744562,128.5598121,112.706,2,9,0.0558,0.0206,0.0735,-0.0196,-0.0325,0.0503,20.38,1
2024-03-31 12:20:34.699,36.23744636,128.5598118,112.7938,2,8,0.0577,0.0308,0.0884,-0.0247,-0.0466,0.0557,20.58,1
2024-03-31 12:20:34.739,36.23744645,128.5598117,112.8211,2,8,0.0579,0.0308,0.0883,-0.0247,-0.0466,0.0559,20.78,1
2024-03-31 12:20:34.799,36.23744818,128.5598111,113.0477,2,7,0.0742,0.0435,0.1221,-0.0428,-0.0686,0.0828,20.98,1
2024-03-31 12:20:34.841,36.23744813,128.5598111,113.0353,2,7,0.0744,0.043,0.1213,-0.0426,-0.0679,0.0827,21.18,1
2024-03-31 12:20:34.879,36.23744566,128.5598121,112.6516,2,9,0.0562,0.0209,0.0731,-0.0197,-0.0328,0.051,21.38,1
2024-03-31 12:20:34.941,36.23744651,128.5598116,112.7856,2,8,0.0584,0.0307,0.0878,-0.025,-0.0465,0.0567,21.58,1
2024-03-31 12:20:34.982,36.23744648,128.5598118,112.732,2,8,0.0585,0.0315,0.0886,-0.0251,-0.0474,0.057,21.78,1
2024-03-31 12:20:35.020,36.2374484,128.5598109,113.0213,2,7,0.076,0.041,0.1185,-0.0419,-0.0653,0.0833,21.98,1
2024-03-31 12:20:35.080,36.23744836,128.5598109,113.0189,2,7,0.0762,0.0405,0.1176,-0.0417,-0.0646,0.0833,22.18,1
2024-03-31 12:20:35.120,36.23744575,128.5598123,112.5554,2,9,0.0566,0.0229,0.0738,-0.0193,-0.0347,0.0515,22.38,1
2024-03-31 12:20:35.180,36.23746646,128.5598073,115.0139,2,7,0.7367,0.1235,0.7481,-0.2958,-0.3009,0.7406,22.58,1
2024-03-31 12:20:35.220,36.23744503,128.5598117,112.5901,2,8,0.0621,0.0317,0.078,0.0082,-0.0416,0.0485,22.78,1
2024-03-31 12:20:35.280,36.23746601,128.5598074,114.9616,2,7,0.7366,0.1232,0.7479,-0.2957,-0.3006,0.7405,22.98,1
2024-03-31 12:20:35.325,36.2374456,128.5598119,112.5727,2,9,0.0572,0.0251,0.0748,-0.0182,-0.0368,0.0515,23.18,1
2024-03-31 12:20:35.380,36.23744568,128.5598122,112.5388,2,9,0.0575,0.0284,0.0774,-0.0168,-0.0403,0.051,23.38,1
2024-03-31 12:20:35.420,36.2374464,128.5598112,112.7397,2,8,0.0605,0.033,0.0888,-0.0247,-0.0486,0.0587,23.58,1
2024-03-31 12:20:35.461,36.23744646,128.5598112,112.7352,2,8,0.0607,0.0325,0.0881,-0.0248,-0.048,0.059,23.78,1
2024-03-31 12:20:35.499,36.23744638,128.5598114,112.6896,2,8,0.061,0.0321,0.0875,-0.0248,-0.0474,0.0593,23.98,1
2024-03-31 12:20:35.559,36.23747006,128.5598067,115.3389,2,7,0.7364,0.1224,0.7472,-0.2957,-0.2999,0.7404,24.18,1
2024-03-31 12:20:35.601,36.23744643,128.5598112,112.7201,2,8,0.0613,0.0311,0.0863,-0.025,-0.0463,0.0597,24.38,1
2024-03-31 12:20:35.660,36.23744635,128.5598111,112.7097,2,8,0.0615,0.0306,0.0857,-0.0251,-0.0457,0.06,24.58,1
2024-03-31 12:20:35.699,36.23744636,128.5598114,112.6606,2,8,0.0618,0.0301,0.0852,-0.0252,-0.0451,0.0603,24.78,1
2024-03-31 12:20:35.759,36.23744634,128.5598112,112.6918,2,8,0.062,0.0297,0.0847,-0.0252,-0.0446,0.0606,24.98,1
2024-03-31 12:20:35.801,36.23744641,128.5598112,112.6842,2,8,0.0622,0.0292,0.0842,-0.0253,-0.0441,0.0609,25.18,1
2024-03-31 12:20:35.839,36.23744632,128.5598113,112.6496,2,8,0.0625,0.0287,0.0838,-0.0254,-0.0436,0.0612,25.38,1
2024-03-31 12:20:35.902,36.23744475,128.5598114,112.4951,2,8,0.3486,0.0611,0.3548,-0.1386,-0.1433,0.3493,25.58,1
2024-03-31 12:20:35.942,36.23744536,128.5598115,112.532,2,8,0.4249,0.0725,0.4316,-0.1696,-0.1737,0.4264,25.78,1
2024-03-31 12:20:35.981,36.23743821,128.5598128,111.7404,2,8,0.4248,0.0723,0.4316,-0.1696,-0.1736,0.4264,25.98,1
2024-03-31 12:20:36.039,36.23744732,128.559811,112.7559,2,8,0.127,0.0304,0.1333,-0.0474,-0.0568,0.1244,26.18,1
2024-03-31 12:20:36.102,36.2374475,128.5598109,112.7898,2,8,0.127,0.0301,0.1331,-0.0475,-0.0566,0.1245,26.38,1
2024-03-31 12:20:36.141,36.23744883,128.5598106,112.9426,2,8,0.1357,0.0325,0.1453,-0.0544,-0.063,0.1355,26.58,1
2024-03-31 12:20:36.178,36.23744851,128.5598107,112.886,2,8,0.1356,0.0322,0.145,-0.0544,-0.0627,0.1355,26.78,1
2024-03-31 12:20:36.239,36.2374475,128.5598108,112.7969,2,9,0.1251,0.0267,0.1316,-0.0493,-0.0548,0.1243,26.98,1
2024-03-31 12:20:36.280,36.23744705,128.559811,112.7156,2,8,0.1254,0.0273,0.1321,-0.0494,-0.0553,0.1246,27.18,1
2024-03-31 12:20:36.341,36.23746516,128.5598073,114.7628,2,7,0.7361,0.1206,0.7458,-0.2954,-0.2984,0.7401,27.38,1
2024-03-31 12:20:36.360,36.23744196,128.559812,112.1473,2,7,0.736,0.1206,0.7457,-0.2953,-0.2984,0.7401,27.58,1
2024-03-31 12:20:36.422,36.23744735,128.5598111,112.711,2,9,0.1252,0.029,0.1328,-0.0495,-0.0567,0.1246,27.78,1
2024-03-31 12:20:36.460,36.23744095,128.5598158,113.3659,2,8,0.2113,0.1078,0.264,0.0317,-0.1433,0.1643,27.98,1
2024-03-31 12:20:36.521,36.23744877,128.5598106,112.9116,2,8,0.1255,0.0293,0.1338,-0.0504,-0.0575,0.1254,28.18,1
2024-03-31 12:20:36.561,36.23744268,128.5598163,113.3914,2,8,0.1973,0.1084,0.254,0.0463,-0.1413,0.144,28.38,1
2024-03-31 12:20:36.621,36.23744835,128.5598106,112.8665,2,8,0.1235,0.0288,0.1317,-0.0496,-0.0564,0.1234,28.58,1
2024-03-31 12:20:36.660,36.23744841,128.5598107,112.8553,2,8,0.1237,0.0286,0.1317,-0.0497,-0.0564,0.1236,28.78,1
2024-03-31 12:20:36.702,36.2374493,128.5598104,112.9638,2,9,0.1224,0.0283,0.1302,-0.049,-0.0556,0.1222,28.98,1
2024-03-31 12:20:36.761,36.23747805,128.5598048,116.1773,2,8,0.4247,0.0708,0.4307,-0.1698,-0.1725,0.4265,29.18,1
2024-03-31 12:20:36.801,36.23744824,128.5598107,112.8392,2,9,0.1228,0.0282,0.1305,-0.0492,-0.0556,0.1227,29.38,1
2024-03-31 12:20:36.841,36.23744938,128.5598104,112.9678,2,9,0.1233,0.0282,0.1309,-0.0494,-0.0558,0.1232,29.58,1
2024-03-31 12:20:36.902,36.23744541,128.5598113,112.5058,2,8,0.4247,0.0707,0.4306,-0.1698,-0.1724,0.4265,29.78,1
2024-03-31 12:20:36.940,36.23744571,128.5598112,112.5455,2,8,0.4247,0.0707,0.4306,-0.1697,-0.1724,0.4265,29.98,1
2024-03-31 12:20:36.981,36.23744609,128.5598142,113.7119,2,9,0.1215,0.028,0.1296,-0.0487,-0.0545,0.1208,0.18,1.1
2024-03-31 12:20:37.041,36.23745002,128.5598134,114.1574,2,8,0.4248,0.0707,0.4308,-0.1697,-0.1722,0.4264,0.38,1.1
2024-03-31 12:20:37.082,36.23744608,128.5598142,113.7002,2,9,0.1213,0.028,0.1294,-0.0486,-0.0545,0.1206,0.58,1
2024-03-31 12:20:37.142,36.23744603,128.5598142,113.6957,2,8,0.1225,0.027,0.1281,-0.0469,-0.0525,0.1205,0.78,1.1
2024-03-31 12:20:37.181,36.23744616,128.5598142,113.6971,2,9,0.1205,0.0259,0.1272,-0.0477,-0.0522,0.1195,0.98,1.1
2024-03-31 12:20:37.265,36.2374344,128.5598164,112.3955,2,7,0.7357,0.1199,0.7447,-0.2948,-0.2974,0.7394,1.18,1
2024-03-31 12:20:37.292,36.23744638,128.559814,113.7384,2,8,0.1223,0.0272,0.1279,-0.0466,-0.0526,0.1201,1.38,1.2
2024-03-31 12:20:37.321,36.23744416,128.5598145,113.4738,2,8,0.4248,0.0709,0.4308,-0.1696,-0.1722,0.4263,1.58,1
2024-03-31 12:20:37.382,36.23744153,128.5598149,113.1961,2,8,0.4248,0.0709,0.4308,-0.1695,-0.1722,0.4263,1.78,1
2024-03-31 12:20:37.420,36.23749216,128.5598049,118.871,2,7,0.7356,0.1199,0.7445,-0.2946,-0.2973,0.7392,1.98,1
2024-03-31 12:20:37.460,36.23746342,128.5598106,115.6362,2,7,0.7355,0.1199,0.7445,-0.2945,-0.2973,0.7391,2.18,1
2024-03-31 12:20:37.521,36.23744559,128.5598141,113.6453,2,8,0.108,0.0282,0.119,-0.0436,-0.0517,0.1074,2.38,1
2024-03-31 12:20:37.562,36.23744581,128.5598138,113.6989,2,9,0.1033,0.0268,0.1128,-0.0402,-0.0483,0.1017,2.58,1.1
2024-03-31 12:20:37.622,36.23748913,128.5598055,118.526,2,7,0.7354,0.12,0.7444,-0.2944,-0.2972,0.7389,2.78,1
2024-03-31 12:20:37.663,36.23744569,128.559814,113.6485,2,9,0.1031,0.025,0.112,-0.0404,-0.0469,0.1016,2.98,1.1
2024-03-31 12:20:37.724,36.23744545,128.5598142,113.5985,2,9,0.103,0.0244,0.1117,-0.0406,-0.0465,0.1016,3.18,1.2
2024-03-31 12:20:37.760,36.23744528,128.5598143,113.5634,2,9,0.1029,0.0242,0.1118,-0.0407,-0.0465,0.1016,3.38,1.1
2024-03-31 12:20:37.800,36.2374448,128.5598144,113.5001,2,9,0.103,0.0243,0.1121,-0.041,-0.0467,0.1018,3.58,1
2024-03-31 12:20:37.862,36.23744404,128.5598148,113.4106,2,9,0.1538,0.0302,0.1603,-0.061,-0.065,0.1531,3.78,1
2024-03-31 12:20:37.900,36.23744249,128.5598152,113.4322,2,8,0.1824,0.0376,0.1886,-0.0704,-0.0773,0.1805,3.98,1.1
2024-03-31 12:20:37.941,36.23744304,128.559815,113.5042,2,8,0.175,0.0369,0.1814,-0.0672,-0.0746,0.1728,4.18,1
2024-03-31 12:20:38.000,36.23744419,128.5598148,113.3856,2,9,0.1426,0.029,0.1495,-0.0563,-0.0608,0.1415,4.38,1
2024-03-31 12:20:38.041,36.23744245,128.5598152,113.4185,2,8,0.1603,0.0358,0.1673,-0.0607,-0.0695,0.1575,4.58,1.1
2024-03-31 12:20:38.101,36.23744516,128.559814,113.5654,2,9,0.1035,0.0318,0.1185,-0.0413,-0.0542,0.1022,4.78,1.3
2024-03-31 12:20:38.142,36.23744429,128.5598142,113.4564,2,9,0.1033,0.0322,0.1187,-0.0412,-0.0546,0.102,4.98,1.1
2024-03-31 12:20:38.202,36.23744542,128.5598139,113.5897,2,9,0.1031,0.0326,0.119,-0.0411,-0.055,0.1017,5.18,1
2024-03-31 12:20:38.240,36.23743693,128.5598157,112.5928,2,8,0.4249,0.0728,0.4313,-0.1686,-0.1731,0.4256,5.38,1
2024-03-31 12:20:38.280,36.23744464,128.5598142,113.4434,2,8,0.1039,0.0336,0.121,-0.0416,-0.0564,0.1026,5.58,1.2
2024-03-31 12:20:38.342,36.23744083,128.5598149,113.0211,2,8,0.303,0.0554,0.3091,-0.119,-0.1251,0.3024,5.78,1
2024-03-31 12:20:38.380,36.2374503,128.559813,114.0843,2,8,0.4249,0.0733,0.4314,-0.1684,-0.1733,0.4255,5.98,1
2024-03-31 12:20:38.421,36.23744456,128.5598141,113.444,2,9,0.1028,0.0348,0.1212,-0.0409,-0.0574,0.1012,6.18,1.1
2024-03-31 12:20:38.481,36.2374447,128.5598142,113.4282,2,8,0.4249,0.0736,0.4315,-0.1682,-0.1735,0.4254,6.38,1
2024-03-31 12:20:38.521,36.23747444,128.5598082,116.7583,2,8,0.425,0.0738,0.4316,-0.1682,-0.1736,0.4253,6.58,1
2024-03-31 12:20:38.581,36.23744448,128.5598142,113.3805,2,9,0.1027,0.0361,0.1227,-0.0408,-0.0589,0.101,6.78,1
2024-03-31 12:20:38.620,36.23746338,128.5598102,115.5424,2,7,0.735,0.1215,0.744,-0.2932,-0.2975,0.7377,6.98,1
2024-03-31 12:20:38.681,36.2374374,128.5598155,112.5893,2,8,0.425,0.0743,0.4318,-0.168,-0.1738,0.4252,7.18,1.1
2024-03-31 12:20:38.719,36.23744454,128.5598142,113.3628,2,9,0.1026,0.0375,0.1243,-0.0407,-0.0604,0.1008,7.38,1.1
2024-03-31 12:20:38.782,36.23745984,128.5598108,115.1173,2,7,0.7349,0.1218,0.744,-0.293,-0.2976,0.7375,7.58,1
2024-03-31 12:20:38.822,36.23744472,128.5598138,113.4174,2,8,0.1064,0.0356,0.1184,-0.0328,-0.0547,0.0985,7.78,1.1
2024-03-31 12:20:38.859,36.23744477,128.5598137,113.4112,2,9,0.1024,0.0309,0.1173,-0.039,-0.0526,0.0993,7.98,1.1
2024-03-31 12:20:38.920,36.23744465,128.5598138,113.3812,2,8,0.1059,0.0364,0.1184,-0.0318,-0.0553,0.0974,8.18,1
2024-03-31 12:20:38.961,36.23744479,128.559814,113.3531,2,8,0.1034,0.0399,0.1281,-0.0413,-0.0635,0.1016,8.38,1
2024-03-31 12:20:39.021,36.23744448,128.5598139,113.327,2,9,0.1024,0.03,0.1167,-0.0388,-0.0516,0.0991,8.58,1.2
2024-03-31 12:20:39.062,36.23744476,128.5598136,113.3842,2,8,0.1034,0.0408,0.1292,-0.0413,-0.0646,0.1016,8.78,1
2024-03-31 12:20:39.120,36.23744445,128.559814,113.2784,2,9,0.1025,0.0297,0.1166,-0.0387,-0.0513,0.099,8.98,1.1
2024-03-31 12:20:39.162,36.23744461,128.5598142,113.2576,2,9,0.1025,0.0297,0.1165,-0.0386,-0.0512,0.0989,9.18,1
2024-03-31 12:20:39.200,36.23744481,128.5598136,113.3487,2,9,0.1027,0.0418,0.1296,-0.0405,-0.0654,0.1004,9.38,1.1
2024-03-31 12:20:39.262,36.23745103,128.5598125,114.0233,2,8,0.4252,0.0764,0.4325,-0.167,-0.1749,0.4246,9.58,1
2024-03-31 12:20:39.302,36.23746502,128.5598095,115.6144,2,7,0.7347,0.1228,0.744,-0.2923,-0.298,0.7368,9.78,1
2024-03-31 12:20:39.341,36.2374473,128.5598144,113.9413,2,8,0.4283,0.0796,0.437,-0.1673,-0.1776,0.4268,9.98,1
2024-03-31 12:20:39.400,36.23746857,128.559809,115.9402,2,8,0.4252,0.0768,0.4327,-0.1668,-0.1752,0.4244,10.18,1
2024-03-31 12:20:39.441,36.23743855,128.5598149,112.5687,2,8,0.4252,0.077,0.4327,-0.1668,-0.1753,0.4244,10.38,1
2024-03-31 12:20:39.501,36.23745359,128.5598117,114.2713,2,9,0.3586,0.0687,0.3679,-0.1407,-0.1509,0.3577,10.58,1
2024-03-31 12:20:39.541,36.23744586,128.5598133,113.3901,2,9,0.3586,0.0689,0.368,-0.1406,-0.151,0.3577,10.78,1
2024-03-31 12:20:39.581,36.23744449,128.5598136,113.1905,2,8,0.2244,0.0518,0.2338,-0.0833,-0.0992,0.2199,10.98,1
2024-03-31 12:20:39.642,36.23744504,128.5598138,113.2005,2,9,0.2169,0.048,0.2278,-0.0838,-0.0959,0.2147,11.18,1.1
2024-03-31 12:20:39.680,36.23744142,128.5598141,112.8337,2,8,0.253,0.0554,0.2618,-0.0953,-0.1099,0.249,11.38,1
2024-03-31 12:20:39.720,36.23744517,128.5598135,113.2188,2,8,0.2257,0.0556,0.2433,-0.0897,-0.1067,0.2252,11.58,1
2024-03-31 12:20:39.783,36.23744495,128.5598134,113.185,2,8,0.2258,0.0559,0.2435,-0.0897,-0.1069,0.2253,11.78,1
